sid,id,position,created_at,created_meta,updated_at,updated_meta,meta,NAICS,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,when
5667,51E956A6-5428-4FCE-B38F-CE41779FA606,5667,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,992.43,810.73,851.7,777.77,754.39,836.27,763.68,877.9,707.19,791.92,844.28,2010-06-01
5668,10617BBF-6B59-4024-86F6-0685E852CEC2,5668,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,983.72,818.63,849.38,780.06,753.29,826.95,766.62,877.27,683.01,784.63,834.27,2010-07-01
5669,E336B15B-5BD2-40D4-9F45-C9E9F6D7766B,5669,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,997.12,817.24,852.95,779.57,750.13,834.42,757.1,882.11,679.73,784.93,847.53,2010-08-01
5670,244B82F6-F74C-4202-8367-0A84493CD9D6,5670,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,994.17,819.94,862.5,787.0,763.27,844.44,762.74,898.03,692.13,795.99,846.1,2010-09-01
5671,A5B62350-472C-46E9-9BF9-D40F9AC5282C,5671,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1007.02,830.21,860.25,795.67,765.73,836.01,759.11,886.04,712.84,789.55,862.21,2010-10-01
5672,B43EF832-C359-443D-ABE9-506D66C2B11C,5672,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1011.4,824.79,864.23,789.56,769.37,849.03,757.47,891.88,718.23,797.76,859.2,2010-11-01
5673,FE2E4B10-F917-47DC-976C-7F998256E6A5,5673,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,994.73,834.72,868.07,801.81,778.68,856.01,778.99,895.94,732.23,804.14,860.52,2010-12-01
5674,E9CE2172-F34A-4197-9268-67F56E377FAD,5674,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1030.23,833.9,871.06,796.66,784.91,864.03,755.24,900.04,717.14,791.25,881.43,2011-01-01
5675,7B12A0F2-DDFC-47E5-8536-C60C1AD609C1,5675,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1042.48,842.21,877.32,800.25,785.16,882.71,760.68,903.91,718.23,800.47,859.99,2011-02-01
5676,27213EBD-90FC-4977-8B1B-C4B30E945E54,5676,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1027.54,831.42,873.52,797.22,787.89,879.89,764.78,900.66,733.39,802.88,862.46,2011-03-01
5677,DA72DF6E-E207-4909-845C-C489159118C0,5677,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1032.66,842.27,869.47,799.87,790.98,873.17,761.8,889.91,723.85,793.53,873.0,2011-04-01
5678,295B1713-6642-4144-945F-389614E14422,5678,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1031.81,844.69,869.04,800.12,782.27,869.87,761.41,889.35,728.64,796.45,849.61,2011-05-01
5679,7AF4E650-D766-4D2F-910C-A18048B44947,5679,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1024.12,837.09,871.32,801.67,776.84,861.85,773.11,892.24,714.54,809.42,851.75,2011-06-01
5680,5B00A40F-6F7C-4374-87B1-A14D37AD3D81,5680,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1016.42,828.6,864.9,799.38,780.81,872.43,768.31,882.32,694.13,804.26,865.03,2011-07-01
5681,4E36F785-E3A8-43A5-8F00-8AEE855B53E9,5681,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1040.53,836.07,867.68,805.12,779.72,870.06,765.45,882.98,695.93,794.0,883.31,2011-08-01
5682,E17E2A1D-A36F-471D-9CBE-F85C27E95567,5682,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1026.41,840.23,869.71,804.25,789.36,884.34,755.59,883.85,722.29,804.71,897.27,2011-09-01
5683,73E7A4C4-5F04-4707-82AB-5E0CDB6CD098,5683,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1051.14,847.66,882.05,804.87,795.26,899.15,760.34,900.32,718.82,811.75,891.84,2011-10-01
5684,EC514246-17FB-4C00-BEA9-A51E3B3E72AC,5684,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1049.67,847.63,880.44,801.77,799.89,891.23,773.94,893.9,738.85,813.94,894.83,2011-11-01
5685,8BE52CE5-675B-4941-AB8B-F0C76066872A,5685,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1036.98,854.8,883.91,804.59,794.52,899.71,780.79,900.49,734.86,818.7,891.22,2011-12-01
5686,F0664DB9-43B9-40F4-AEC1-2067BA535408,5686,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1052.79,858.34,883.36,815.75,793.02,905.48,771.54,900.85,726.08,800.62,909.0,2012-01-01
5687,5330108A-D6EC-4592-ACD5-37C33AC31108,5687,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1067.39,861.64,887.67,805.09,801.2,912.5,769.19,901.14,733.4,809.7,906.18,2012-02-01
5688,7CF4A7D8-FF62-4AF1-ABE3-CC8256DD0E91,5688,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1058.46,862.37,890.0,821.13,807.7,920.15,777.65,900.75,756.8,818.84,911.63,2012-03-01
5689,26FC3C58-58E5-4878-8415-8EAA362B2675,5689,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1060.7,861.49,888.88,813.3,806.78,927.87,776.37,903.08,735.01,812.53,902.61,2012-04-01
5690,935C3BF3-D160-4014-AC08-E0ADFC440539,5690,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1040.93,851.32,887.88,809.88,806.65,916.01,789.9,899.3,756.25,831.37,896.36,2012-05-01
5691,FA8781DD-3857-479F-B167-E9B189BDE337,5691,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1063.52,870.97,894.78,827.63,810.46,920.49,792.77,912.51,753.98,810.39,914.58,2012-06-01
5692,988892D9-FC24-4F91-A2F9-F03BC2210C20,5692,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1074.05,868.29,896.94,823.78,805.55,934.76,790.05,908.46,724.34,820.59,926.99,2012-07-01
5693,B3271B82-FE8D-4C1B-9991-CFA3D1571B4C,5693,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1080.71,859.92,899.43,833.05,808.42,940.65,792.79,903.5,720.63,836.06,932.18,2012-08-01
5694,533B5792-2260-4620-BF6A-F5BED9A27524,5694,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1081.71,864.42,898.6,833.79,805.12,937.27,793.77,904.57,728.82,829.48,927.79,2012-09-01
5695,569E79EE-639D-47F3-AD9C-BDFA801F3E07,5695,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1096.41,871.42,903.29,830.94,813.12,935.94,789.91,908.84,726.81,830.44,931.35,2012-10-01
5696,6D9686F2-5DA8-456E-BA2B-7CA682010419,5696,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1080.35,872.63,903.67,824.67,810.5,932.0,804.97,910.42,750.13,837.72,923.0,2012-11-01
5697,F97C3E95-AC6A-4539-A483-28E040565E24,5697,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1088.62,880.23,908.37,835.86,810.92,933.54,807.32,917.85,753.02,832.68,933.32,2012-12-01
5698,9D12219E-9D5F-4748-8D27-611696A876B6,5698,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1069.35,861.75,898.44,821.84,801.75,934.45,783.89,913.98,738.67,823.66,923.96,2013-01-01
5699,79BDCDF0-F30D-4590-9EE0-2039C59725E9,5699,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1113.51,881.2,911.76,815.61,800.38,952.15,786.92,922.47,744.1,826.54,952.18,2013-02-01
5700,9D357A47-1446-4480-A689-C44D5C9584D8,5700,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1105.64,871.75,905.22,828.59,793.96,945.22,785.75,919.57,761.85,810.72,953.97,2013-03-01
5701,94C0CC73-F7B5-4897-B541-7FF4AB1BF994,5701,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1103.68,873.5,905.41,821.34,799.96,946.36,786.58,914.38,756.39,824.85,936.01,2013-04-01
5702,B58B635B-E2EE-45A8-9F4F-6568E68B9C8C,5702,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1098.46,876.4,910.56,814.72,808.09,940.26,800.56,918.32,769.83,841.69,934.64,2013-05-01
5703,378CFFC8-4EC2-4366-B8FB-5CC173888992,5703,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1097.71,867.77,911.94,829.29,809.5,940.35,803.66,923.97,755.63,838.91,948.34,2013-06-01
5704,5DD47F1F-78B5-448A-9BEC-19127963538A,5704,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1099.53,864.68,906.82,823.32,799.99,948.79,808.55,913.87,738.7,833.95,946.31,2013-07-01
5705,CA3B5289-591D-42C7-B6EF-3287C29A36AA,5705,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1093.14,863.94,907.3,824.74,801.43,951.96,802.88,918.64,736.48,832.6,942.2,2013-08-01
5706,8EDD7604-8740-4052-9DE5-2EE7C6B6D564,5706,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1114.87,869.32,907.86,821.79,789.91,955.14,795.15,912.23,746.35,832.54,941.82,2013-09-01
5707,2B3F433E-87A4-46C4-B2C7-A813C7DD78CD,5707,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1118.79,867.56,916.45,822.38,805.09,966.96,797.84,921.12,751.1,851.45,943.92,2013-10-01
5708,44FBD655-4B28-4250-9423-4C262834650A,5708,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1137.21,895.89,922.36,842.09,824.87,973.45,806.92,929.25,757.0,827.17,958.33,2013-11-01
5709,491A22A7-3DBF-4CE9-B45E-F19FF09302B3,5709,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1143.7,898.29,930.28,864.26,819.7,972.75,808.43,933.53,777.15,844.09,964.53,2013-12-01
5710,E4D70593-64BB-4FAE-8110-28E48B4B8397,5710,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1115.88,884.83,920.18,841.64,807.5,958.16,801.59,932.48,770.86,834.47,941.24,2014-01-01
5711,8FE8E2A2-4381-4908-A386-4DEF1B4AD59B,5711,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1147.69,898.03,933.15,851.82,823.19,978.49,813.83,942.0,770.26,838.35,970.05,2014-02-01
5712,B2999934-6E32-4839-9B37-ABED77B2C716,5712,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1155.43,898.1,930.78,855.63,812.96,983.21,809.56,934.52,774.89,836.34,967.05,2014-03-01
5713,60B9A0AD-EC32-4838-82BC-D57C2BDD4ABC,5713,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1147.73,895.4,931.12,857.99,831.93,989.21,817.48,932.63,779.9,842.97,975.6,2014-04-01
5714,0AE29FF3-CDD5-4F6E-91FA-89E5F0129CA8,5714,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1134.33,896.84,932.72,852.31,834.73,990.5,827.56,935.16,773.62,856.27,958.68,2014-05-01
5715,BA6F0115-912C-4CF5-9C56-A4457AC14AF4,5715,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1151.22,888.03,938.57,867.75,834.85,996.14,830.24,943.52,783.76,857.08,980.26,2014-06-01
5716,3BF02973-49DB-4DC5-AFA2-1A0A04C9DD48,5716,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1138.21,879.23,939.3,860.36,842.7,995.46,830.68,942.26,757.95,874.71,978.14,2014-07-01
5717,02FFB60F-7DF1-46E5-AFD4-78EB2CD0E167,5717,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1155.68,897.9,935.22,875.09,826.67,985.76,822.27,936.16,759.39,843.54,984.13,2014-08-01
5718,BC94046F-7D6D-4C17-9F37-2930D05A282B,5718,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1159.89,896.29,934.74,869.33,836.43,997.27,811.21,935.3,757.86,842.92,979.19,2014-09-01
5719,03C8E1BF-4097-44F8-BBE7-EED2E44E3913,5719,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1163.69,901.86,940.68,872.41,838.49,1001.57,820.12,936.71,774.24,858.82,984.95,2014-10-01
5720,8456038A-24AE-4EAC-ACEB-FEE4836B9BD1,5720,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1160.77,902.69,937.83,862.07,838.71,1007.37,816.48,938.67,782.53,844.51,992.31,2014-11-01
5721,929B44CE-29DA-42D8-B7C3-C87C70D4C383,5721,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1159.6,904.11,948.4,886.94,856.35,1006.98,836.76,950.38,803.66,862.12,991.3,2014-12-01
5722,F8CF4AB6-378A-4075-8BE7-6195EE417848,5722,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1158.79,911.57,944.98,875.17,842.03,1007.2,830.52,951.1,794.39,846.73,982.6,2015-01-01
5723,F7A31164-A7FE-467F-A9F7-8A06954FB391,5723,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1176.32,919.2,957.8,873.35,854.39,1015.85,829.09,969.17,792.26,857.53,991.21,2015-02-01
5724,58A68982-BF09-4DA2-9C86-094D9F52BB8F,5724,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1173.23,911.73,956.5,865.29,848.22,1022.75,823.01,968.75,800.1,861.1,988.79,2015-03-01
5725,21789CE9-CD5C-4B1F-BAFF-B3D7C45E6F25,5725,1435599444,710753,1435599444,710753,,Industrial aggregate excluding unclassified businesses,1150.61,899.15,954.7,864.69,864.81,1019.61,835.31,964.8,809.92,881.27,977.35,2015-04-01
